Name,Current price,Change(%),Open,High,Low,Volume
EDIBLE GARDEN AG INC.,0.211,11.77,0.2148,0.2283,0.205,1649646
AVIDXCHANGE HOLDINGS INC.,8.18,2.38,7.89,8.28,7.8,1645550
VARONIS SYSTEMS INC.,59.9,1.32,59.42,60.04,58.72,1645269
PIEDMONT LITHIUM INC.,13.35,17.68,14.3,14.48,12.7,1636074
TETRA TECH INC.,49.01,10.59,49.3,49.3,47.9,1631935
SEAGATE TECHNOLOGY HLD.,111.06,1.14,110.0,111.42,108.84,1619147
AMGEN INC.,324.62,11.14,325.59,326.95,322.59,1613451
MARAVAI LIFESCIENCES HLD.,8.26,3.12,7.99,8.28,7.79,1612371
INTER & CO. INC.,6.48,3.18,6.28,6.54,6.28,1610291
MANNKIND CORP.,6.54,0.93,6.48,6.61,6.39,1607295
NUTANIX INC.,64.62,0.02,65.71,65.86,63.93,1602728
CANADIAN SOLAR INC.,13.35,14.51,13.95,13.95,13.2,1599520
MATTERPORT INC.,4.79,0.21,4.76,4.8,4.74,1596176
NEKTAR THERAPEUTICS,1.32,12.94,1.37,1.39,1.29,1588300
VERONA PHARMA PLC ADS,34.26,4.87,32.61,34.69,32.5,1584258
DIAMONDBACK ENERGY INC.,190.7,12.19,192.42,193.31,189.74,1560526
LASER PHOTONICS,8.6,0.82,9.1,9.32,8.47,1559008
FIVE BELOW INC.,90.48,13.13,92.97,93.27,88.7,1552505
EDITAS MEDICINE INC.,3.24,1.57,3.19,3.25,3.1,1541118
LATTICE SEMICONDUCTOR,52.14,0.13,52.28,52.86,51.76,1539623
SLM CORP.,23.09,10.77,23.33,23.33,22.83,1535951
CERUS CORP.,1.89,3.85,1.91,1.93,1.83,1528040
ZENTALIS PHARMACEUTICALS INC.,2.96,11.0,2.97,3.04,2.94,1523174
SKYWORKS SOLUTIONS INC.,99.15,1.9,97.62,99.36,96.83,1519450
FIRST SOLAR INC.,209.96,10.72,211.0,213.69,208.24,1515525
FRONTIER GROUP HLD.,6.01,4.16,5.78,6.09,5.76,1503068
RELAY THERAPEUTICS INC.,6.75,10.74,6.73,7.04,6.73,1499447
NAVITAS SEMICONDUCTOR,2.52,11.18,2.55,2.58,2.48,1494906
PALO ALTO NETWORKS INC.,373.91,0.19,376.99,377.13,369.79,1494881
NEWS CORP.,26.04,0.42,25.99,26.1,25.78,1494356
EASTERN BANKSHARES INC.,16.87,0.72,16.75,16.94,16.63,1482234
SS&C TECHNOLOGIES HLD.,75.6,0.21,75.58,76.0,75.21,1482078
BIOCRYST PHARMACEUTICALS INC.,7.46,0.4,7.45,7.47,7.24,1477083
IPOWER INC.,2.02,27.04,1.65,2.05,1.65,1472623
NEXTRACKER INC.,35.23,11.15,35.5,35.55,34.61,1469421
UPWORK INC.,10.42,10.19,10.44,10.44,10.1,1450389
INDIE SEMICONDUCTOR INC.,3.62,13.98,3.79,3.8,3.59,1437071
INFINERA CORP.,6.7,0.45,6.66,6.7,6.66,1436586
ACCOLADE INC.,3.67,13.17,3.79,3.79,3.62,1435034
COSTCO WHOLESALE,889.76,0.08,892.45,895.17,886.26,1431497
PAYCHEX INC.,142.35,2.49,139.1,142.73,138.58,1430117
CME GROUP INC.,224.2,1.12,221.63,224.29,221.42,1429407
TERADYNE INC.,133.64,1.31,131.68,134.16,131.6,1423717
UNITI GROUP INC.,5.39,0.19,5.37,5.41,5.28,1422896
WAVE LIFE SCIENCES,8.73,1.39,8.65,8.92,8.55,1394610
STAR BULK CARRIERS,20.64,11.95,20.84,20.92,20.62,1381171
STITCH FIX INC.,2.71,11.09,2.76,2.83,2.69,1380461
REMITLY GLOBAL INC.,13.56,2.65,13.35,13.85,13.16,1373260
UNICYCIVE THERAPEUTICS INC.,0.387,4.59,0.38,0.4047,0.3705,1372626
BEAM THERAPEUTICS INC.,26.59,7.56,24.65,26.88,24.53,1370911
PLAINS ALL AMERICAN PIPELINE L.P.,17.67,10.11,17.71,17.77,17.55,1370248
THE CHEESECAKE FACTORY INC.,39.17,11.01,39.6,39.6,38.47,1366390
AIRSHIP AI HOLDINGS INC,2.16,16.09,2.37,2.49,2.08,1365286
PAGAYA TECHNOLOGIES,11.11,3.06,10.89,11.14,10.64,1359689
ACADEMY SPORTS AND OUTDOORS,53.63,11.4,54.27,54.36,53.08,1359025
URBAN OUTFITTERS INC.,36.85,1.52,36.52,36.91,36.19,1351228
GE HEALTHCARE TECHNOLOGIES,91.62,0.65,91.05,91.8,90.57,1342815
OKTA INC.,77.97,0.81,77.71,78.21,77.13,1341605
SEMTECH CORP.,45.38,3.14,44.39,45.65,44.06,1341175
MICROVISION INC.,1.33,3.1,1.28,1.34,1.28,1325443
CADENCE DESIGN SYSTEMS INC.,282.14,10.09,284.73,285.0,280.86,1318953
BRAZE INC.,31.68,3.16,30.71,31.81,30.62,1318887
NCINO INC.,35.07,1.62,34.58,35.1,34.41,1317395
EXPEDIA GROUP INC.,150.41,10.06,150.94,151.23,149.23,1315084
ROYALTY PHARMA PLC,27.87,10.54,27.94,28.05,27.7,1314781
TERNS PHARMACEUTICALS INC.,7.62,10.65,7.67,7.87,7.53,1310661
ALLOGENE THERAPEUTICS INC.,2.63,10.75,2.63,2.66,2.58,1310119
PRINCIPAL FINANCIAL GROUP INC,89.71,0.57,89.2,89.96,88.83,1293015
SAGIMET BIOSCIENCES,5.19,20.42,4.29,5.25,4.29,1281105
BIOGEN INC.,191.56,1.69,188.59,191.96,186.61,1273974
LUMENTUM HOLDINGS INC.,69.23,1.45,68.68,69.4,67.88,1272007
CERENCE INC.,3.27,12.97,3.36,3.39,3.19,1268543
G1 THERAPEUTICS INC.,7.15,0.0,7.15,7.16,7.14,1267068
COMPOSECURE INC.,14.81,3.57,14.5,15.0,14.23,1264606
AUTODESK INC.,285.31,1.29,283.15,286.43,281.25,1264083
FRONTIER COMMUNICATIONS PARENT,35.25,0.0,35.25,35.37,35.23,1261446
HUMACYTE INC.,5.67,11.05,5.75,5.75,5.59,1254978
SIMPPLE,0.371,122.71,0.406,0.4092,0.3092,1247664
CYTOKINETICS INC.,54.5,10.69,54.59,54.7,53.8,1246206
ATOUR LIFESTYLE HOLDINGS,27.95,1.9,27.09,28.07,27.02,1245462
ZSCALER INC.,196.74,10.77,199.29,199.41,195.09,1245057
NEWMARK GROUP INC.,14.84,1.16,14.69,14.9,14.62,1244083
FOX CORP.,41.55,0.39,41.56,41.61,41.3,1242870
SPRINGWORKS THERAPEUTICS INC.,30.45,10.72,30.59,31.49,30.41,1242351
SHATTUCK LABS INC.,1.56,1.3,1.45,1.67,1.45,1233720
SHARPS TECHNOLOGY INC.,0.1545,0.32,0.15,0.1596,0.1452,1233635
FORTREA HOLDINGS INC.,18.43,12.64,18.85,18.85,18.39,1233162
RAMBUS INC.,45.06,2.29,44.43,45.31,44.42,1232321
QORVO INC.,104.58,2.7,102.5,104.76,101.59,1230354
LEGEND BIOTECH CORP.,49.68,10.64,50.0,50.22,48.36,1224184
CHUY S HOLDINGS INC.,37.48,0.0,37.49,37.49,37.48,1224086
INNOVIZ TECHNOLOGIES,0.7721,13.46,0.8,0.8049,0.7228,1220443
SAFE AND GREEN DEVELOPMENT,3.98,7.28,3.65,4.0,3.3,1212416
FERROGLOBE PLC,4.58,1.1,4.53,4.61,4.47,1205152
EXACT SCIENCES CORP.,70.89,10.1,70.67,71.46,70.11,1202139
QMMM HOLDINGS LTD.,7.86,2.08,7.61,8.0,7.09,1195550
OLLIE S BARGAIN OUTLET HLD.,94.65,11.5,96.27,96.6,92.98,1194531
NEXTDECADE CORP.,5.56,11.24,5.66,5.67,5.41,1193803
PHATHOM PHARMACEUTICALS INC.,15.28,1.26,15.13,15.78,14.45,1189647
BEYOND MEAT INC.,6.63,0.61,6.64,6.81,6.51,1186571
SONOS INC.,12.2,3.21,11.88,12.26,11.81,1185685
TANDEM DIABETES CARE INC.,37.36,0.78,37.51,38.94,36.67,1185116
ARCUTIS BIOTHERAPEUTICS INC.,9.74,10.51,9.7,9.87,9.48,1184937
COGENT BIOSCIENCES INC.,11.31,0.53,11.21,11.45,11.07,1184240
FULTON FINANCIAL,18.13,1.0,17.93,18.25,17.76,1181950
PURECYCLE TECHNOLOGIES INC.,9.37,10.32,9.41,9.49,9.24,1180769
CAMPBELL SOUP CO.,48.1,1.46,47.61,48.12,47.4,1169919
ONCOLYTICS BIOTECH INC.,1.15,18.0,1.26,1.26,1.12,1168007
DAVE & BUSTER S ENTERTAINMENT,33.96,2.38,32.98,34.54,32.89,1161423
KRISPY KREME INC.,10.91,11.09,11.02,11.03,10.84,1161260
SABRA HEALTH CARE REIT INC.,18.18,0.89,18.03,18.28,17.92,1159168
GRUPO FINANCIERO GALICIA S.A. ADS SHAR,49.44,10.66,50.0,51.0,48.66,1156967
WORKDAY INC.,242.47,0.65,242.37,242.97,240.12,1155691
UDEMY INC.,7.95,1.15,7.9,8.05,7.83,1152546
FTAI AVIATION LTD.,148.09,1.15,147.99,148.68,146.23,1150749
ALTIMMUNE INC.,6.43,2.06,6.29,6.45,6.23,1150229
QIFU TECHNOLOGY INC ADS,32.97,10.18,32.95,33.48,32.56,1150158
GUARDANT HEALTH INC.,21.34,10.28,21.4,21.73,20.8,1148442
EVERGY INC.,59.73,0.66,59.32,59.91,59.24,1143354
WORKHORSE GROUP INC.,0.8338,5.29,0.8072,0.8398,0.785,1142053
MARRIOTT INTERNATIONAL,261.56,10.41,261.22,263.34,260.42,1139628
CROCS INC.,139.43,10.09,139.65,141.29,137.05,1132545
INARI MEDICAL INC.,42.2,0.96,41.8,43.9,41.8,1132354
SPYRE THERAPEUTICS INC.,30.66,6.83,28.41,30.7,28.3,1127133
J.B. HUNT TRANSPORT SERVICES,175.46,2.78,170.0,175.62,168.3,1127090
REVANCE THERAPEUTICS INC.,5.14,12.65,5.29,5.3,5.08,1126173
AGORA INC. ADS,2.93,110.12,3.18,3.21,2.92,1125723
NOCO-NOCO INC. ORD.,0.1038,15.64,0.103,0.1087,0.0984,1125010
URANIUM ROYALTY,2.6,1.56,2.55,2.63,2.53,1119616
CLEARSIDE BIOMEDICAL INC.,1.19,14.03,1.23,1.24,1.11,1118241
ALLEGRO MICROSYSTEMS INC.,21.59,1.6,21.34,21.72,20.92,1113093
CORCEPT THERAPEUTICS INC.,45.3,10.29,45.69,47.17,44.64,1111362
AMICUS THERAPEUTICS INC.,10.42,10.76,10.43,10.51,10.28,1105790
THE BEAUTY HEALTH CO.,1.57,0.64,1.57,1.6,1.5,1100526
TANGO THERAPEUTICS INC.,6.84,10.29,6.85,6.99,6.8,1098188
SNDL INC.,2.01,1.01,1.99,2.02,1.98,1090329
SIGMA LITHIUM CORP.,13.35,11.26,13.4,13.6,12.97,1086468
TANTECH HOLDINGS,0.1758,11.84,0.1767,0.18,0.1733,1084457
R1 RCM INC.,14.2,10.07,14.21,14.23,14.2,1077638
LINDE PLC,477.58,0.75,474.38,478.15,473.42,1076836
CELLDEX THERAPEUTICS INC.,30.28,13.32,31.16,31.66,30.15,1072507
EDGEWISE THERAPEUTICS INC.,31.82,10.31,31.86,33.13,31.75,1072063
EYEPOINT PHARMACEUTICALS INC.,10.17,15.18,8.92,10.3,8.82,1071134
COLUMBIA BANKING SYSTEM INC.,27.16,0.97,26.89,27.34,26.66,1070316
BIOMARIN PHARMACEUTICAL INC.,70.27,10.11,70.4,70.77,69.96,1069637
SSR MINING INC.,5.74,11.88,5.85,5.85,5.68,1068937
RYANAIR HOLDINGS PLC ADS,44.19,1.52,44.03,44.65,43.81,1061911
APPLIED DNA SCIENCES INC.,0.3,14.76,0.312,0.312,0.2974,1059488
COCA-COLA EUROPACIFIC PARTNERS PLC,78.36,0.51,77.85,78.5,77.58,1058285
JFROG,31.46,1.32,31.24,31.64,30.81,1051533
OLAPLEX HOLDINGS INC.,2.22,13.06,2.27,2.27,2.18,1050314
CRISPR THERAPEUTICS AG,47.83,2.09,46.74,47.88,46.1,1046413
REKOR SYSTEMS INC.,1.15,10.86,1.16,1.2,1.14,1046171
DYNAVAX TECHNOLOGIES,10.46,0.29,10.35,10.59,10.3,1043738
VNET GROUP INC. ADS,4.0,4.71,3.79,4.03,3.77,1043438
HOTH THERAPEUTICS INC.,0.82,9.19,0.74,0.8326,0.6506,1035482
AKEBIA THERAPEUTICS INC.,1.32,0.0,1.32,1.34,1.3,1035187
BRIGHTSPRING HEALTH SERVICES,15.29,0.86,15.16,15.69,15.01,1033506
GLOBALFOUNDRIES INC. ORD.,41.33,1.18,40.9,41.38,40.43,1031979
INSPIRE VETERINARY PARTNERS,0.262,16.93,0.283,0.285,0.2524,1030614
TORM PLC,31.29,11.11,31.0,31.44,30.8,1029943
INSMED INC.,75.08,0.7,74.56,75.46,73.74,1028965
LIBERTY GLOBAL LTD.,20.46,10.39,20.36,20.6,20.19,1018379
VITAL FARMS INC.,39.95,0.45,40.4,40.54,39.54,1012324
CASTLE BIOSCIENCES INC.,34.26,9.42,31.94,34.49,31.66,1011675
VIAVI SOLUTIONS INC.,9.19,10.11,9.22,9.27,9.02,1011608
BRIACELL THERAPEUTICS,0.8951,19.28,0.96,0.9701,0.8806,1011544
ONDAS HOLDINGS INC.,0.9766,8.48,0.923,1.02,0.91,1010602
OLD NATIONAL BANCORP,18.87,0.69,18.74,18.96,18.57,1009520
HERON THERAPEUTICS INC.,1.79,12.72,1.82,1.83,1.73,1009051
NORTHERN TRUST CORP.,94.06,2.05,92.09,94.12,91.68,1005140
FLYWIRE CORP.,16.47,10.12,16.54,16.76,16.35,1003753
GIGACLOUD TECHNOLOGY INC,24.8,11.74,25.1,25.39,24.04,1001752
VERVE THERAPEUTICS INC.,5.03,7.71,4.69,5.09,4.6,992843
FIVE9 INC.,30.21,10.56,30.53,30.81,30.15,991995
ENDRA LIFE SCIENCES INC.,0.209,10.48,0.215,0.215,0.2038,990867
INTUIT INC.,617.16,0.08,620.31,620.31,612.8,990064
TALEN ENERGY CORP.,166.61,4.66,159.75,167.27,158.5,986468
ALZAMEND NEURO INC.,1.68,1.2,1.66,1.71,1.58,985600
COMPLETE SOLARIA INC.,2.2,15.98,2.36,2.36,2.19,983489
IN8BIO INC.,0.227,0.84,0.23,0.236,0.225,983439
UROGEN PHARMA,12.26,12.7,12.94,13.64,12.18,982954
VENTYX BIOSCIENCES INC.,2.34,9.35,2.14,2.4,2.12,978251
UNIQURE N.V.,5.64,10.18,5.7,5.72,5.45,978017
ALLIANT ENERGY CORP.,60.38,1.19,59.82,60.48,59.64,977565
AUTOMATIC DATA PROCESSING INC.,291.0,0.92,288.99,291.77,288.43,969651
MAXLINEAR INC,14.58,2.39,14.29,14.99,14.07,969492
STRUCTURE THERAPEUTICS,36.62,14.44,38.21,38.74,36.39,969051
IRIDIUM COMMUNICATIONS INC,30.03,1.62,29.63,30.27,29.15,967883
BLOOMIN BRANDS INC.,15.45,12.71,15.81,15.82,15.4,966669
GLOBAL-E ONLINE,38.48,1.0,38.45,38.68,37.63,966549
ICAHN ENTERPRISES L.P. DEPOSITARY UNITS,14.8,3.71,14.3,14.9,14.19,965464
ARS PHARMACEUTICALS INC.,14.95,2.96,14.58,15.02,14.4,960619
HENRY SCHEIN INC.,71.01,0.68,70.79,71.11,70.0,960217
CERTARA INC.,11.24,11.83,11.4,11.46,11.15,959779
89BIO INC.,7.91,1.54,7.72,8.19,7.71,959757
CONCENTRIX CORP.,49.22,2.67,48.0,50.17,47.49,955936
AVID BIOSERVICES INC.,10.13,11.84,10.15,10.46,10.12,953298
CARDLYTICS INC.,3.77,5.01,3.63,3.87,3.61,952600
IONIS PHARMACEUTICALS INC.,38.63,0.49,38.37,38.74,38.28,949495
CNS PHARMACEUTICALS INC.,0.124,4.82,0.1205,0.1276,0.1162,948435
GITLAB INC.,54.97,0.44,54.96,55.39,53.74,947670
CINTAS CORP.,211.5,1.66,208.52,212.22,208.25,944793
NATIONAL VISION HLD.,9.87,11.69,9.99,9.99,9.74,943532
IMMUNEERING CORP.,2.0,18.68,2.17,2.19,1.9,942673
CROWN ELECTROKINETICS,1.4,3.7,1.36,1.42,1.33,938305
GREEN PLAINS INC.,12.2,18.55,13.24,13.24,12.14,938184
CYTTHERAPEUTICS INC.,1.09,15.22,1.16,1.17,1.09,936200
TAYSHA GENE THERAPIES INC.,1.99,11.0,2.0,2.01,1.97,936153
OLD DOMINION FREIGHT LINE INC.,202.45,1.44,198.52,202.52,197.87,935477
APTEVO THERAPEUTICS INC.,0.1412,12.96,0.14,0.151,0.138,935340
SIFY TECHNOLOGIES,3.79,12.13,3.42,4.14,3.42,935193
SYNOPSYS INC.,545.46,1.03,544.31,547.13,541.64,931632
VUZIX CORP.,1.47,8.09,1.36,1.48,1.34,928748
STANDARD BIOTOOLS INC.,1.89,0.0,1.85,1.9,1.8,922876
8X8 INC,2.11,7.65,1.97,2.12,1.95,922702
LIGHT & WONDER INC.,94.53,11.22,96.0,96.02,94.44,921259
TRADEWEB MARKETS INC.,135.07,1.22,133.87,135.31,133.87,920633
VERRA MOBILITY CORP.,27.0,11.96,27.47,27.48,26.9,917296
ACADIA HEALTHCARE CO.,56.93,3.85,54.88,56.94,54.5,915990
T. ROWE PRICE GROUP INC.,109.68,0.64,109.01,109.76,108.21,910988
CN ENERGY GROUP INC.,0.72,2.86,0.67,0.75,0.66,908837
ZIONS BANCORP.,50.08,0.22,50.04,50.42,49.56,906142
EXSCIENTIA PLC ADS,5.08,2.21,4.97,5.13,4.9,901635
WELLCHANGE HOLDINGS CO.,5.96,1.02,6.15,6.2,5.96,897795
BYRNA TECHNOLOGIES INC.,14.94,7.02,14.56,15.59,13.99,895880
BLOOMZ INC.,1.31,112.08,1.38,1.42,1.21,891421
GENTEX CORP.,29.55,0.78,29.25,29.57,29.11,890328
LIVEPERSON INC.,1.14,12.56,1.15,1.17,1.13,888003
BIO-TECHNE CORP,73.82,0.63,73.42,73.87,72.16,886888
POET TECHNOLOGIES INC.,3.75,12.6,3.85,3.93,3.71,886508
MIND MEDICINE (MINDMED) INC.,5.81,7.39,5.56,5.86,5.47,885981
DAY ONE BIOPHARMACEUTICALS,14.3,3.03,13.81,14.5,13.66,885130
BRUKER CORP.,63.4,11.77,64.75,64.75,63.3,884275
INTUITIVE SURGICAL INC.,487.61,0.58,487.04,488.63,483.97,883621
ULTA BEAUTY INC.,369.32,10.34,370.58,371.36,364.43,883614
ELECTRONIC ARTS INC.,144.17,0.65,143.79,144.46,143.24,881263
ECHOSTAR CORP.,25.16,0.84,24.97,25.57,24.61,880773
FTC SOLAR INC.,0.482,7.18,0.4576,0.4907,0.43,873821
INMODE,16.65,0.91,16.22,16.75,16.21,873809
AKAMAI TECHNOLOGIES INC.,103.57,10.62,104.71,104.71,102.88,870897
ARROWHEAD PHARMACEUTICALS INC.,19.36,4.99,18.5,19.4,18.4,870744
ADITXT INC.,1.1,15.17,1.1,1.18,1.07,867046
HOLOGIC INC.,81.62,2.27,79.97,81.67,79.96,866393
ZEVRA THERAPEUTICS INC.,8.08,10.98,8.09,8.25,7.93,866357
FIBROGEN INC,0.3431,13.97,0.3592,0.3622,0.336,866342
HUB CYBER SECURITY,0.5091,17.42,0.5501,0.5678,0.4663,864176
CATALYST PHARMACEUTICALS INC.,20.64,2.18,20.14,20.75,20.12,864126
VIVOPOWER INTERNATIONAL PLC,0.9771,24.89,0.8095,0.99,0.8008,858980
LION GROUP HOLDING,0.194,5.49,0.188,0.194,0.185,858877
ABIVAX SA ADS,9.54,0.21,9.5,9.97,8.75,858790
LIFESTANCE HEALTH GROUP INC.,7.13,2.44,6.95,7.16,6.88,856953
M3-BRIGADE ACQUISITION V,10.02,0.0,10.02,10.02,10.02,856440
ALNYLAM PHARMACEUTICALS INC.,283.32,10.35,284.09,285.72,280.82,856193
PRIME MEDICINE INC.,3.73,2.47,3.61,3.74,3.56,855551
LIFEMD INC.,4.64,5.94,4.41,4.9,4.41,855232
EVOLUS INC.,17.24,2.01,16.92,17.82,16.72,850260
XEROX HOLDINGS CORP.,10.17,10.88,10.27,10.27,10.1,847701
X4 PHARMACEUTICALS INC.,0.5579,9.03,0.5147,0.56,0.512,847306
ALIGN TECHNOLOGY INC.,221.27,10.35,222.68,224.43,219.91,846662
BEYOND AIR INC.,0.3157,17.42,0.3427,0.355,0.3033,846016
KURA ONCOLOGY INC.,18.06,12.8,17.98,18.45,17.57,839644
VIRTU FINANCIAL INC.,32.7,0.46,32.55,32.88,32.35,839248
DRIVEN BRANDS HLD.,14.0,3.24,13.56,14.12,13.54,836433
AMDOCS LTD.,89.21,1.09,88.42,89.25,87.96,835826
STERICYCLE INC.,60.85,0.07,60.85,60.86,60.74,834363
PAPA JOHN S INTERNATIONAL INC.,49.54,11.96,50.53,50.53,48.89,832719
ACV AUCTIONS INC.,18.75,0.05,18.73,18.85,18.27,830740
STAAR SURGICAL CO.,33.0,4.4,31.64,33.28,31.17,830738
REVOLUTION MEDICINES INC.,49.22,12.5,50.11,50.57,48.97,829877
BLACK DIAMOND THERAPEUTICS,3.48,4.5,3.3,3.52,3.27,829584
CHAMPIONX CORP.,31.9,10.19,31.49,31.92,31.44,829357
EXELIXIS INC.,26.24,0.04,26.23,26.36,26.11,824662
NETAPP INC.,126.86,10.06,127.13,127.8,126.66,824496
INTEGRA LIFESCIENCES HLD.,19.22,10.05,19.18,19.23,18.56,824453
AMERICAN REBEL HLD.,2.82,14.17,2.47,3.0,2.47,823862
VAXART INC.,0.774,11.54,0.785,0.8079,0.772,823717
HALOZYME THERAPEUTICS INC.,53.95,1.79,53.02,54.45,52.93,819547
VERITONE INC.,4.24,2.66,4.06,4.38,4.0,819231
ACELYRIN INC.,5.57,3.34,5.37,5.61,5.24,818722
PILGRIM S PRIDE,45.12,1.21,44.61,45.37,44.33,818351
WEBUY GLOBAL,0.125,3.31,0.12,0.1288,0.12,809200
INTERACTIVE BROKERS GROUP INC.,151.3,0.11,152.01,152.25,150.82,805521
ACM RESEARCH INC.,21.33,0.05,21.37,21.66,20.75,801465
COGNEX CORP.,40.15,1.57,39.61,40.25,39.41,798355
BIOATLA INC.,2.01,12.9,2.01,2.06,1.94,797302
CORVUS PHARMACEUTICALS INC.,6.79,7.27,6.33,6.98,6.32,796989
DIVERSIFIED HEALTHCARE TRUST,3.51,14.62,3.65,3.65,3.46,795482
SOLID POWER INC.,1.28,10.78,1.29,1.29,1.26,795205
STOKE THERAPEUTICS INC.,12.76,7.77,12.16,13.14,12.16,792314
FLUENCE ENERGY INC.,21.87,0.78,21.95,22.03,21.22,792018
LIBERTY GLOBAL LTD.,21.16,10.14,21.03,21.3,20.86,789690
CHECKPOINT THERAPEUTICS INC.,2.54,4.53,2.44,2.66,2.44,783324
REPLIMUNE GROUP INC.,10.67,17.06,11.36,11.48,10.54,783203
ACADIA PHARMACEUTICALS INC.,14.99,0.47,14.84,15.05,14.78,782822
NEW YORK MORTGAGE TRUST INC.,5.53,1.1,5.49,5.57,5.4,782014
LYELL IMMUNOPHARMA INC.,1.19,0.85,1.17,1.22,1.15,782001
PLAINS GP HLD.,18.78,10.48,18.8,18.92,18.71,779630
DENALI THERAPEUTICS INC.,26.83,14.18,27.9,27.94,26.64,778967
TABOOLA.COM,3.31,10.9,3.3,3.36,3.25,778433
FATE THERAPEUTICS INC.,3.05,11.29,3.06,3.1,3.02,776331
HELLO GROUP INC. ADS,7.19,12.57,7.36,7.39,7.18,774957
OFS CREDIT CO.,7.45,10.13,7.45,7.47,7.42,770773
HASBRO INC.,71.57,10.78,71.8,71.98,70.91,766714
PRIVIA HEALTH GROUP INC.,17.76,1.2,17.58,17.83,17.47,766131
BAOZUN INC. ADS,3.39,16.61,3.56,3.62,3.35,764400
ZAI LAB LTD.,24.72,12.41,24.86,25.04,24.41,763362
REGENCY CENTERS,70.71,0.58,70.04,70.93,69.8,762304
SAGE THERAPEUTICS INC.,6.81,3.34,6.57,6.82,6.5,761670
ADAPTIVE BIOTECHNOLOGIES,4.95,0.2,5.1,5.1,4.8,758415
CERIBELL INC.,25.5,1.0,25.3,25.73,24.1,757520
PROGRESS SOFTWARE,66.25,1.38,65.35,66.3,65.14,756413
BANK OZK,44.02,0.82,43.62,44.29,43.26,755583
GOGORO INC.,0.582,11.47,0.6,0.6,0.57,753586
VERTEX INC.,41.09,1.83,40.56,41.2,40.2,751819
XERIS BIOPHARMA HLD.,2.97,2.06,2.89,2.98,2.86,751128
LEGALZOOM.COM INC.,6.62,10.9,6.71,6.73,6.61,748867
INCYTE CORP.,65.44,11.03,65.79,65.79,64.93,748138
ATLANTICA SUSTAINABLE INFRASTRUCTURE PL,21.99,0.09,21.95,22.0,21.95,743926
VERTEX PHARMACEUTICALS INC.,484.82,0.65,481.64,487.09,478.9,743902
EXTREME NETWORKS INC.,14.93,12.74,15.32,15.35,14.79,743323
CELLEBRITE DI,18.06,0.0,18.11,18.37,17.89,742682
NURIX THERAPEUTICS INC.,25.16,6.47,23.51,25.58,23.24,741820
WESTROCK COFFEE CO.,6.36,10.8,5.74,6.42,5.63,738307
CDW CORP.,223.48,0.67,221.67,224.5,220.44,738009
MKS INSTRUMENTS INC.,112.63,2.95,109.76,113.35,109.53,737978
NANO-X IMAGING LTD,5.99,10.17,6.0,6.27,5.96,734472
CENTURY ALUMINUM CO.,17.41,0.58,16.97,17.55,16.86,734209
PTC THERAPEUTICS INC.,39.14,0.36,38.51,39.74,38.51,734033
CAREDX INC.,31.31,2.25,30.49,31.52,30.04,732355
ORIGIN MATERIALS INC.,1.44,1.41,1.44,1.45,1.39,731469
CYTEK BIOSCIENCES INC.,5.32,6.19,5.0,5.35,4.93,730871
PLIANT THERAPEUTICS INC.,13.73,0.59,13.57,13.84,13.11,730063
AMERICAN SUPERCONDUCTOR,23.81,10.79,24.11,24.46,23.44,729519
TRIMBLE INC.,63.05,0.06,62.98,63.26,62.54,725610
TAKE-TWO INTERACTIVE SOFTWARE,155.43,0.22,155.51,156.49,154.69,725090
TRANSCODE THERAPEUTICS INC.,0.6971,10.41,0.68,0.719,0.63,724970
AKERO THERAPEUTICS INC.,30.01,1.28,29.47,30.43,29.1,724407
AMKOR TECHNOLOGY INC.,31.61,2.23,31.25,31.67,31.12,723761
ITEOS THERAPEUTICS INC.,9.73,12.21,9.88,10.1,9.56,722804
ERASCA INC.,2.75,0.0,2.73,2.81,2.65,716375
SPECTRAL AI INC.,1.15,13.36,1.2,1.2,1.1,714586
QUIDELORTHO CORP.,40.49,11.36,41.23,41.34,40.32,714504
GARDEN STAGE LTD.,1.71,15.52,1.71,1.8,1.65,714493
AMYLYX PHARMACEUTICALS INC.,3.58,0.85,3.55,3.64,3.42,709468
FOX CORP.,38.21,0.55,38.06,38.26,37.97,709317
CLEAN ENERGY FUELS,2.91,0.0,2.94,2.94,2.83,709010
PLAYA HOTELS & RESORTS N.V.,8.31,0.24,8.27,8.32,8.22,708563
MAXEON SOLAR TECHNOLOGIES,5.65,7.41,5.22,5.72,4.98,707535
PORTILLO S INC.,12.26,12.08,12.46,12.46,12.1,705686
AXCELIS TECHNOLOGIES INC.,105.1,3.87,101.62,105.39,101.62,705250
AERSALE CORP.,4.94,1.86,4.84,5.01,4.74,705069
POWERFLEET INC.,5.23,12.79,5.41,5.48,5.2,701259
COMPASS THERAPEUTICS INC.,1.97,10.51,2.01,2.08,1.83,700422
MONGODB INC.,289.14,11.27,295.26,295.38,287.0,697292
SPHERE 3D CORP.,0.9606,11.08,0.9049,1.02,0.8902,697093
IRONWOOD PHARMACEUTICALS INC.,4.29,0.7,4.24,4.39,4.2,691081
THE SIMPLY GOOD FOODS CO.,34.15,0.71,33.89,34.26,33.67,689936
C4 THERAPEUTICS INC.,5.88,7.69,5.49,5.89,5.48,689760
SERVICE PROPERTIES TRUST SHARES OF BENE,4.62,12.74,4.73,4.73,4.61,688175
